slug,brand,name,url,listed_price_usd,missing_parts_cost_usd,real_build_cost_usd,completeness_pct,cost_per_wh_usd,cost_per_w_usd,panel_watts,storage_wh,inverter_watts,voltage,chemistry,retailer,price_low_6mo_usd,price_high_6mo_usd,price_points_6mo,price_observed_at
anker-18kw-anker-solix-12kwh-none-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 12kWh / None / None,https://offgridempire.com/kits/anker-18kw-anker-solix-12kwh-none-none,6299,0,6299,71,0.52,15.75,400,12000,0,48,LiFePO4,Shop Solar Kits,6299,6299,2,2026-04-05
anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-automatic,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 10 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-automatic,10824,0,10824,71,0.6,27.06,400,18000,0,48,LiFePO4,Shop Solar Kits,10823.64,10823.64,2,2026-04-05
anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 10 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-manual,9355,0,9355,71,0.52,23.39,400,18000,0,48,LiFePO4,Shop Solar Kits,9355.43,9355.43,2,2026-04-05
anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 10 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-10-x-400w-solar-panels-none,9195,0,9195,71,0.51,22.99,400,18000,0,48,LiFePO4,Shop Solar Kits,9195.43,9195.43,2,2026-04-05
anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-automatic,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 6 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-automatic,10241,0,10241,71,0.57,25.6,400,18000,0,48,LiFePO4,Shop Solar Kits,10241.45,10241.45,2,2026-04-05
anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 6 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-manual,8882,0,8882,71,0.49,22.2,400,18000,0,48,LiFePO4,Shop Solar Kits,8881.58,8881.58,2,2026-04-05
anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 6 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-6-x-400w-solar-panels-none,8413,0,8413,71,0.47,21.03,400,18000,0,48,LiFePO4,Shop Solar Kits,8412.95,8412.95,2,2026-04-05
anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-automatic,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 8 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-automatic,10528,0,10528,71,0.58,26.32,400,18000,0,48,LiFePO4,Shop Solar Kits,10527.96,10527.96,2,2026-04-05
anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 8 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-manual,9072,0,9072,71,0.5,22.68,400,18000,0,48,LiFePO4,Shop Solar Kits,9071.54,9071.54,2,2026-04-05
anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / 8 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-8-x-400w-solar-panels-none,8909,0,8909,71,0.49,22.27,400,18000,0,48,LiFePO4,Shop Solar Kits,8908.84,8908.84,2,2026-04-05
anker-18kw-anker-solix-18kwh-none-automatic,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / None / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-none-automatic,9199,0,9199,71,0.51,23,400,18000,0,48,LiFePO4,Shop Solar Kits,9198.53,9198.53,2,2026-04-05
anker-18kw-anker-solix-18kwh-none-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / None / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-none-manual,8399,0,8399,71,0.47,21,400,18000,0,48,LiFePO4,Shop Solar Kits,8399,8399,2,2026-04-05
anker-18kw-anker-solix-18kwh-none-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 18kWh / None / None,https://offgridempire.com/kits/anker-18kw-anker-solix-18kwh-none-none,8299,0,8299,71,0.46,20.75,400,18000,0,48,LiFePO4,Shop Solar Kits,8299,8299,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-automat,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 10 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-automat,6709,0,6709,71,1.12,16.77,400,6000,0,48,LiFePO4,Shop Solar Kits,6709.43,6709.43,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 10 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-manual,5612,0,5612,71,0.94,14.03,400,6000,0,48,LiFePO4,Shop Solar Kits,5611.92,5611.92,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 10 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-10-x-400w-solar-panels-none,5331,0,5331,71,0.89,13.33,400,6000,0,48,LiFePO4,Shop Solar Kits,5331.34,5331.34,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-automati,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 6 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-automati,6133,0,6133,71,1.02,15.33,400,6000,0,48,LiFePO4,Shop Solar Kits,6132.84,6132.84,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 6 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-manual,5032,0,5032,71,0.84,12.58,400,6000,0,48,LiFePO4,Shop Solar Kits,5032.22,5032.22,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 6 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-6-x-400w-solar-panels-none,4760,0,4760,71,0.79,11.9,400,6000,0,48,LiFePO4,Shop Solar Kits,4759.96,4759.96,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-automati,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 8 x 400W Solar Panels / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-automati,6419,0,6419,71,1.07,16.05,400,6000,0,48,LiFePO4,Shop Solar Kits,6418.54,6418.54,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 8 x 400W Solar Panels / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-manual,5319,0,5319,71,0.89,13.3,400,6000,0,48,LiFePO4,Shop Solar Kits,5318.75,5318.75,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / 8 x 400W Solar Panels / None,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-8-x-400w-solar-panels-none,5049,0,5049,71,0.84,12.62,400,6000,0,48,LiFePO4,Shop Solar Kits,5048.54,5048.54,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-none-automatic,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / None / Automatic,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-none-automatic,5799,0,5799,71,0.97,14.5,400,6000,0,48,LiFePO4,Shop Solar Kits,5799,5799,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-none-manual,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / None / Manual,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-none-manual,4599,0,4599,71,0.77,11.5,400,6000,0,48,LiFePO4,Shop Solar Kits,4599,4599,2,2026-04-05
anker-18kw-anker-solix-6kwh-base-none-none,Anker,Anker SOLIX E10 Whole Home Backup System | 6-18kWh LiFePO4 Battery | 10-30 kW Turbo Output | Smart Grid & Storm-Guard - 6kWh (base) / None / None,https://offgridempire.com/kits/anker-18kw-anker-solix-6kwh-base-none-none,4299,0,4299,71,0.72,10.75,400,6000,0,48,LiFePO4,Shop Solar Kits,4299,4299,2,2026-04-05
anker-200w-anker-solix-backup-kit-10-x-200w-solar-panels,Anker,"Anker SOLIX F3000 Dual Kits | 4,096Wh - 6,144Wh | 2 x 2,000W AC Output | Stackable, Expandable & Portable Backup Power | 5-Year Warranty - Backup Kit [10 x 200W Solar Panels]",https://offgridempire.com/kits/anker-200w-anker-solix-backup-kit-10-x-200w-solar-panels,5455,0,5455,86,1.33,27.27,200,4096,2000,12,LiFePO4,Shop Solar Kits,5455.35,5455.35,85,2026-08-28
anker-200w-anker-solix-backup-kit-max-16-x-200w-solar-panels-4,Anker,"Anker SOLIX F3000 Dual Kits | 4,096Wh - 6,144Wh | 2 x 2,000W AC Output | Stackable, Expandable & Portable Backup Power | 5-Year Warranty - Backup Kit MAX [16 x 200W Solar Panels | 4 x Expansion Batteries]",https://offgridempire.com/kits/anker-200w-anker-solix-backup-kit-max-16-x-200w-solar-panels-4,10189,0,10189,86,2.49,50.95,200,4096,2000,48,LiFePO4,Shop Solar Kits,10189.35,10189.35,85,2026-08-28
anker-200w-anker-solix-backup-kit-plus-16-x-200w-solar-panels-2,Anker,"Anker SOLIX F3000 Dual Kits | 4,096Wh - 6,144Wh | 2 x 2,000W AC Output | Stackable, Expandable & Portable Backup Power | 5-Year Warranty - Backup Kit PLUS [16 x 200W Solar Panels | 2 x Expansion Batteries]",https://offgridempire.com/kits/anker-200w-anker-solix-backup-kit-plus-16-x-200w-solar-panels-2,8358,0,8358,86,2.04,41.79,200,4096,2000,48,LiFePO4,Shop Solar Kits,8357.96,8357.96,85,2026-08-28
anker-200w-anker-solix-backup-kit-pro-16-x-200w-solar-panels-6,Anker,"Anker SOLIX F3000 Dual Kits | 4,096Wh - 6,144Wh | 2 x 2,000W AC Output | Stackable, Expandable & Portable Backup Power | 5-Year Warranty - Backup Kit PRO [16 x 200W Solar Panels | 6 x Expansion Batteries]",https://offgridempire.com/kits/anker-200w-anker-solix-backup-kit-pro-16-x-200w-solar-panels-6,12018,0,12018,86,2.93,60.09,200,4096,2000,48,LiFePO4,Shop Solar Kits,12018.46,12018.46,85,2026-08-28
anker-200w-anker-solix-c1000-gen-2-1-x-200w-solar-panel,Anker,"Anker SOLIX C1000 Gen2 Portable Power Station | 1,024Wh / 2,000W | 49-Min UltraFast Recharge | 600W Solar Input | Choose Your Bundle Option | 5-Year Warranty - C1000 Gen 2 + 1 x 200W Solar Panel",https://offgridempire.com/kits/anker-200w-anker-solix-c1000-gen-2-1-x-200w-solar-panel,830,0,830,86,0.81,4.15,200,1024,2000,48,LiFePO4,Shop Solar Kits,619,849.99,87,2026-08-28
anker-200w-plus-hex-kit-12-x-200w-solar-panels,Anker,"Anker F3800 [PLUS] Dual Kits - 7,680Wh / 6,000W | 120V/240V Output | 6,400W Solar Input | Choose Your Bundle Option | 5-Year Warranty - Hex Kit [12 x 200W Solar Panels]",https://offgridempire.com/kits/anker-200w-plus-hex-kit-12-x-200w-solar-panels,6899,0,6899,86,0.9,34.49,200,7680,6000,12,Unknown,Shop Solar Kits,6899.24,8299,86,2026-08-28
anker-200w-plus-nomad-kit-f3800p-2-x-folding-200w-panels,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - Nomad Kit [F3800P + 2 x Folding 200W Panels]",https://offgridempire.com/kits/anker-200w-plus-nomad-kit-f3800p-2-x-folding-200w-panels,2758,0,2758,86,0.72,13.79,200,3840,6000,48,LiFePO4,Shop Solar Kits,2757.87,3589,89,2026-08-28
anker-2400w-anker-solix-f3000-main-unit-only,Anker,"Anker SOLIX F3000 Portable Power Station | 3,072Wh / 3,600W | 2,400W Solar Input | Expandable to 12,288Wh | 5-Year Warranty - F3000 [Main Unit Only]",https://offgridempire.com/kits/anker-2400w-anker-solix-f3000-main-unit-only,1500,0,1500,86,0.49,0.63,2400,3072,3600,48,LiFePO4,Shop Solar Kits,1199,1699,86,2026-08-28
anker-2400w-anker-solix-hex-kit-6-x-200w-rigid-solar-panels,Anker,"Anker SOLIX F3000 Portable Power Station | 3,072Wh / 3,600W | 2,400W Solar Input | Expandable to 12,288Wh | 5-Year Warranty - Hex Kit [6 x 200W Rigid Solar Panels",https://offgridempire.com/kits/anker-2400w-anker-solix-hex-kit-6-x-200w-rigid-solar-panels,2389,0,2389,86,0.78,1,2400,3072,3600,48,LiFePO4,Shop Solar Kits,2389.35,2627.35,86,2026-08-28
anker-2400w-anker-solix-nomad-kit-2-x-200w-folding-solar-panels,Anker,"Anker SOLIX F3000 Portable Power Station | 3,072Wh / 3,600W | 2,400W Solar Input | Expandable to 12,288Wh | 5-Year Warranty - Nomad Kit [2 x 200W Folding Solar Panels]",https://offgridempire.com/kits/anker-2400w-anker-solix-nomad-kit-2-x-200w-folding-solar-panels,1889,0,1889,86,0.61,0.79,2400,3072,3600,12,LiFePO4,Shop Solar Kits,1889,2325.25,86,2026-08-28
anker-2400w-anker-solix-quad-kit-4-x-200w-rigid-solar-panels,Anker,"Anker SOLIX F3000 Portable Power Station | 3,072Wh / 3,600W | 2,400W Solar Input | Expandable to 12,288Wh | 5-Year Warranty - Quad Kit [4 x 200W Rigid Solar Panels]",https://offgridempire.com/kits/anker-2400w-anker-solix-quad-kit-4-x-200w-rigid-solar-panels,2072,0,2072,86,0.67,0.86,2400,3072,3600,48,LiFePO4,Shop Solar Kits,2071.96,2322.97,86,2026-08-28
anker-3200w-plus-1-x-f3800p-main-unit,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - 1 x F3800P [Main Unit]",https://offgridempire.com/kits/anker-3200w-plus-1-x-f3800p-main-unit,2600,0,2600,86,0.68,0.81,3200,3840,6000,48,LiFePO4,Shop Solar Kits,2199,3199,89,2026-08-28
anker-3200w-plus-1-x-f3800p-main-unit-expansion-battery,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - 1 x F3800P [Main Unit] + Expansion Battery",https://offgridempire.com/kits/anker-3200w-plus-1-x-f3800p-main-unit-expansion-battery,4299,0,4299,86,1.12,1.34,3200,3840,6000,48,LiFePO4,Shop Solar Kits,3598,4399,88,2026-08-28
anker-3200w-plus-1-x-f3800p-main-unit-gas-generator-adapt,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - 1 x F3800P [Main Unit] + Gas Generator Adapter",https://offgridempire.com/kits/anker-3200w-plus-1-x-f3800p-main-unit-gas-generator-adapt,2698,0,2698,86,0.7,0.84,3200,3840,6000,48,LiFePO4,Shop Solar Kits,2498,3198,88,2026-08-28
anker-3200w-plus-double-kit-f3800p-2-x-200w-rigid-panels,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - Double Kit [F3800P + 2 x 200W Rigid Panels]",https://offgridempire.com/kits/anker-3200w-plus-double-kit-f3800p-2-x-200w-rigid-panels,2610,0,2610,86,0.68,0.82,3200,3840,6000,12,Unknown,Shop Solar Kits,2610.42,3449,89,2026-08-28
anker-3200w-plus-hex-kit-f3800p-6-x-200w-rigid-panels,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - Hex Kit [F3800P + 6 x 200W Rigid Panels]",https://offgridempire.com/kits/anker-3200w-plus-hex-kit-f3800p-6-x-200w-rigid-panels,3360,0,3360,86,0.88,1.05,3200,3840,6000,48,LiFePO4,Shop Solar Kits,3359.92,4149,89,2026-08-28
anker-3200w-plus-platinum-kit-f3800p-10-x-200w-rigid-pane,Anker,"Anker F3800 [PLUS] - 3,840Wh / 6,000W Portable Power Station | 120V/240V Output | 3,200W Solar Input | Choose Your Bundle Option | 5-Year Warranty - Platinum Kit [F3800P + 10 x 200W Rigid Panels]",https://offgridempire.com/kits/anker-3200w-plus-platinum-kit-f3800p-10-x-200w-rigid-pane,4235,0,4235,86,1.1,1.32,3200,3840,6000,48,LiFePO4,Shop Solar Kits,4205.32,4849,89,2026-08-28
